evidence_id,figure,claimed_origin,hop1,hop2,hop3,origin_reached,origin_type,circular_verdict,shared_origin_group,notes
E-6018,"cGMP oligonucleotide synthesis capacity, single largest site=3.0 mol",Nitto Denko Corporation; Agilent Technologies,https://www.nitto.com/us/en/press/2017/0720.jsp,https://www.genengnews.com/topics/bioprocessing/agilent-investing-725-million-to-expand-manufacturing-capacity-for-nucleic-acid-based-therapeutic-production/,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6019,time to build a new aseptic fill-finish line=2.5 years (2-3 typical; >5 for complex),L.E.K. Consulting,https://www.lek.com/insights/life-sciences-pharma/aligning-aseptic-fillfinish-operations-global-pharmaceutical-demand,,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6020,bioconjugation CDMO market size 2025=2.18 USD billion,IntuitionLabs; BioProcess International,https://intuitionlabs.ai/articles/adc-cdmo-comparison,https://www.bioprocessintl.com/facilities-capacity/lonza-building-out-capacity-to-prep-for-adc-boom,,no,trade_press,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6021,small molecule CDMO market size 2024=71.3 USD billion,Grand View Research; Mordor Intelligence,https://www.grandviewresearch.com/industry-analysis/small-molecule-innovator-cdmo-market-report,,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6022,share of published CRLs citing quality/manufacturing issues=74.0 percent,Pharma Manufacturing (Endeavor); U.S. Food and Drug Administration,https://www.pharmamanufacturing.com/all-articles/article/55302937/fdas-crls-reveal-74-of-applications-rejected-for-quality-manufacturing-issues,https://www.fda.gov/news-events/press-announcements/fda-embraces-radical-transparency-publishing-complete-response-letters,https://open.fda.gov/apis/transparency/completeresponseletters,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 3 hop(s).
E-6023,share of CRL deficiencies that are facility + quality/CMC=29.1 percent,Parexel International,https://www.parexel.com/insights/blog/understanding-fda-complete-response-letters-why-cmc-readiness-must-become-a-strategic-priority,https://open.fda.gov/apis/transparency/completeresponseletters,,yes,agency,clean,,Tier 2. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-6024,CRLs published in second batch (pending/withdrawn applications)=89.0 letters,"Morgan, Lewis & Bockius LLP",https://www.morganlewis.com/blogs/asprescribed/2025/10/fdas-evolving-complete-response-letter-disclosure-practices-impacts-and-considerations,https://open.fda.gov/apis/transparency/completeresponseletters,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-6026,GMP (21 CFR 211) warning letters issued in FY2025=112.0 letters,ECA Academy; Pharmaceutical Online,https://www.gmp-journal.com/current-articles/details/the-fda-warning-letter-report-for-fiscal-year-2025.html,https://www.pharmaceuticalonline.com/doc/trends-in-fda-fy-2025-warning-letters-0001,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-6027,share of marketing application non-approvals attributable to CMC=20.0 percent,Parexel International,https://www.parexel.com/insights/blog/optimize-your-cmc-strategy-five-steps-to-avoid-regulatory-setbacks,,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6028,platform technology designations granted by FDA through Oct 2025=2.0 designations (one subsequently revoked),BioSpace; U.S. Food and Drug Administration,https://www.biospace.com/fda/sarepta-wins-fdas-platform-technology-designation-marking-critical-shift-in-gene-therapy-development,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/platform-technology-designation-program-drug-development,https://uscode.house.gov/view.xhtml?req=granuleid%3AUSC-prelim-title21-section356k&num=0&edition=prelim,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 3 hop(s).
E-6029,PPQ lots required by FDA for CGT process validation=3.0 lots (explicitly not required),Covington & Burling LLP; U.S. FDA,https://www.cov.com/en/news-and-insights/insights/2026/01/fda-announces-a-flexible-approach-on-chemistry-manufacturing-and-control-for-cell-and-gene-therapies,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/flexible-requirements-cell-and-gene-therapies-advance-innovation,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-6030,=,U.S. Food and Drug Administration,https://www.fda.gov/vaccines-blood-biologics/biologics-guidances/cellular-gene-therapy-guidances,https://www.bdo.com/insights/industries/life-sciences/planning-a-manufacturing-change-to-your-cell-and-gene-therapy-process,,partial,company,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-6031,"commercial IND submissions received by CDER, CY2024=1139.0 INDs",U.S. Food and Drug Administration,https://www.fda.gov/drugs/ind-activity/inds-activity,,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 1 hop(s).
E-6032,active cell and gene therapy INDs at CBER OTP=2500.0 INDs (stated as 'more than'),Cell & Gene / FDA CBER OTP statements,https://www.cellandgene.com/doc/cell-gene-therapies-will-represent-a-continuation-of-fda-s-developments-0001,,,no,trade_press,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6033,biologics tech transfer duration to first released GMP batch=12.0 months (midpoint of 9-15),CDMO World,https://cdmoworld.com/how-long-does-biologics-tech-transfer-take-real-timeline/,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6034,fastest advertised tech transfer to first GMP batch=5.0 months,Lonza Group AG,https://www.lonza.com/integrated-biologics/parenteral-drug-product/clinical-technology-transfers,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6035,=,multiple authors,https://www.cell.com/molecular-therapy-family/advances/fulltext/S2329-0501(25)00031-2,https://www.sciencedirect.com/science/article/pii/S2329050125000312,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-6036,=,Sarode et al.,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517893,https://pmc.ncbi.nlm.nih.gov/articles/PMC13088227/,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-6037,human solid tumour antibody uptake=0.01 %ID/g,"Rubahamya, Dong, Thurber",https://pmc.ncbi.nlm.nih.gov/articles/PMC11141632/,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-6038,=,"Cilliers, Liao, Atangcho, Thurber",https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0118977,https://pubmed.ncbi.nlm.nih.gov/25786126/,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-6039,brain uptake of TfR-shuttled antibody at 2 h=2.5 %ID/g brain (range 2-3),"Hultqvist, Syvanen, Sehlin et al.",https://www.thno.org/v07p0308.htm,https://pubmed.ncbi.nlm.nih.gov/28042336/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-6040,"participants below 24 centiloid at 28 weeks, 3.6 mg/kg trontinemab=91.0 percent (49/54)",Roche / Weber et al.; Brainshuttle AD investigators,https://pubmed.ncbi.nlm.nih.gov/37823690/,https://www.roche.com/media/releases/med-cor-2025-07-28,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12740976/,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s).
E-6041,=,Denali Therapeutics Inc.,https://investors.denalitherapeutics.com/news-releases/news-release-details/denali-therapeutics-announces-key-anticipated-milestones-and,https://www.sec.gov/Archives/edgar/data/1714899/000171489925000077/dnli-20250402.htm,,yes,filing,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a filing source; origin reached in 2 hop(s)."
E-6042,incremental amyloid SUVR reduction in FUS-treated regions=32.0 percent,Rezai et al.; separate preclinical group,https://www.nejm.org/doi/full/10.1056/NEJMoa2308719,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313174/,https://www.neurologylive.com/view/combination-ultrasound-blood-brain-barrier-opening-aducanumab-significantly-reduces-amyloid-ad,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-6043,=,multiple authors,https://www.frontierspartnerships.org/journals/acta-biochimica-polonica/articles/10.3389/abp.2026.15939/full,https://www.nature.com/articles/s41434-026-00628-y,https://www.sciencedirect.com/science/article/pii/S0896627322004111,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s)."
E-6044,=,Huang et al.; Chuapoco et al. / Gradinaru lab and collaborators,https://www.science.org/doi/10.1126/sciadv.adg6618,https://www.biorxiv.org/content/10.1101/2024.03.12.584703.full.pdf,https://www.sciencedirect.com/science/article/pii/S2211124725011908,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s)."
E-6045,systemic AAV dose for muscle-directed gene therapy=133000000000000.0 vector genomes per kg,U.S. Food and Drug Administration,https://www.fda.gov/news-events/press-announcements/fda-approves-new-safety-warning-and-revised-indication-limits-use-elevidys-following-reports-fatal,https://www.ncbi.nlm.nih.gov/books/NBK618387/,https://www.chemistryworld.com/news/sarepta-gene-therapy-deaths-highlight-tragic-rare-disease-dilemma/4021935.article,partial,trade_press,clean,,"Tier 4. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-6046,target gene knockdown in NHP adipose tissue=96.0 percent,Ribo Life Science,https://tools.prnewswire.com/en-us/live/20813/release/20260320EN15231,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6047,=,multiple authors,https://www.sciencedirect.com/science/article/abs/pii/S0168365926005730,https://www.sciencedirect.com/science/article/abs/pii/S0168365924002438,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-6048,=,Fierce Biotech (Questex),https://www.fiercebiotech.com/biotech/vertex-drops-moderna-partnered-inhaled-cystic-fibrosis-candidate-after-unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC13048556/,,yes,peer_reviewed,clean,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s)."
E-6049,=,Capstan Therapeutics Inc.,https://forbion.com/news-insights/news/capstan-therapeutics-announces-initiation-of-phase-1-trial-of-lead-in-vivo-car-t-therapy-cptx2309-for-treating-autoimmune-disease/,https://www.biospace.com/press-releases/capstan-therapeutics-to-participate-in-upcoming-scientific-conferences-and-present-new-preclinical-data-in-support-of-lead-anti-cd19-in-vivo-car-t-candidate-cptx2309,,no,trade_press,circular,,"SCHEMA DEFECT: figures.value is a string, not a JSON number or null, so this record carries no auditable quantity. Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6050,batch rejection rate before/after right-first-time programme=5.2 percent (baseline; 0.8 after),BGO Software,https://www.bgosoftware.com/blog/right-first-time-manufacturing-in-pharma-how-to-eliminates-batch-failures/,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6051,Purolite agarose resin plant investment=150.0 USD million,BioPharma APAC,https://biopharmaapac.com/analysis/16/8136/vectors-plasmids-and-the-cgt-trap-apacs-cell-and-gene-therapy-ambitions-face-an-upstream-bottleneck.html,,,no,consultancy,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-6052,immediate settlement payment for LNP patent infringement=950.0 USD million,Patent Docs; Moderna Inc.,https://patentdocs.org/2026/03/09/moderna-settles-patent-litigation-with-arbutus-et-al/,https://www.sec.gov/Archives/edgar/data/1682852/000168285225000075/mrna-20250930.htm,,yes,filing,clean,,Tier 2. Deepest hop resolves to a filing source; origin reached in 2 hop(s).
